table_name,state_code,district_code,area_name,area_type,Type of Household,No. of Households having disabled persons,Total disabled persons,Total disabled males,Total disabled females,Persons_in seeing,Males_in seeing,Females_in seeing,Persons_in hearing,Males_in hearing,Females_in hearing,Persons_in speech,Males_in speech,Females_in speech,Persons_in movement,Males_in movement,Females_in movement,Persons_mental retardation,Males_mental retardation,Females_mental retardation,Persons_mental illness,Males_mental illness,Females_mental illness,Persons_any other,Males_any other,Females_any other,Persons_multiple disability,Males_multiple disability,Females_multiple disability
C0130,8,0,State - RAJASTHAN,Total,Total,1267856,1563694,848287,715407,314618,156044,158574,218873,113199,105674,69484,42182,27302,427364,241049,186315,81389,52533,28856,41047,25233,15814,199696,113458,86238,211223,104589,106634
C0130,8,0,State - RAJASTHAN,Total,Normal Household,1261016,1551192,840303,710889,311511,154031,157480,216932,111938,104994,68873,41801,27072,425203,239620,185583,80592,52052,28540,40277,24797,15480,198180,112475,85705,209624,103589,106035
C0130,8,0,State - RAJASTHAN,Total,Institutional Household,2980,7420,4952,2468,1902,1366,536,1111,791,320,312,194,118,1031,691,340,511,298,213,542,298,244,880,587,293,1131,727,404
C0130,8,0,State - RAJASTHAN,Total,Houseless Household,3860,5082,3032,2050,1205,647,558,830,470,360,299,187,112,1130,738,392,286,183,103,228,138,90,636,396,240,468,273,195
C0130,8,0,State - RAJASTHAN,Rural,Total,998045,1219186,655135,564051,238859,116476,122383,160791,82121,78670,47865,29685,18180,350056,195563,154493,61380,39674,21706,31241,19044,12197,149770,85184,64586,179224,87388,91836
C0130,8,0,State - RAJASTHAN,Rural,Normal Household,994563,1213840,651990,561850,237690,115831,121859,160095,81678,78417,47653,29546,18107,348936,194892,154044,61108,39489,21619,30840,18844,11996,149019,84733,64286,178499,86977,91522
C0130,8,0,State - RAJASTHAN,Rural,Institutional Household,1514,2917,1768,1149,570,338,232,456,306,150,99,71,28,551,343,208,146,96,50,261,123,138,408,244,164,426,247,179
C0130,8,0,State - RAJASTHAN,Rural,Houseless Household,1968,2429,1377,1052,599,307,292,240,137,103,113,68,45,569,328,241,126,89,37,140,77,63,343,207,136,299,164,135
C0130,8,0,State - RAJASTHAN,Urban,Total,269811,344508,193152,151356,75759,39568,36191,58082,31078,27004,21619,12497,9122,77308,45486,31822,20009,12859,7150,9806,6189,3617,49926,28274,21652,31999,17201,14798
C0130,8,0,State - RAJASTHAN,Urban,Normal Household,266453,337352,188313,149039,73821,38200,35621,56837,30260,26577,21220,12255,8965,76267,44728,31539,19484,12563,6921,9437,5953,3484,49161,27742,21419,31125,16612,14513
C0130,8,0,State - RAJASTHAN,Urban,Institutional Household,1466,4503,3184,1319,1332,1028,304,655,485,170,213,123,90,480,348,132,365,202,163,281,175,106,472,343,129,705,480,225
C0130,8,0,State - RAJASTHAN,Urban,Houseless Household,1892,2653,1655,998,606,340,266,590,333,257,186,119,67,561,410,151,160,94,66,88,61,27,293,189,104,169,109,60
C0130,11,0,State - SIKKIM,Total,Total,13740,18187,9779,8408,2772,1421,1351,5343,2987,2356,1577,818,759,2067,1218,849,516,274,242,513,255,258,2459,1282,1177,2940,1524,1416
C0130,11,0,State - SIKKIM,Total,Normal Household,13642,17472,9208,8264,2716,1384,1332,4830,2564,2266,1565,810,755,2048,1202,846,493,262,231,508,253,255,2380,1216,1164,2932,1517,1415
C0130,11,0,State - SIKKIM,Total,Institutional Household,81,688,556,132,55,36,19,498,415,83,9,7,2,17,15,2,21,11,10,5,2,3,77,65,12,6,5,1
C0130,11,0,State - SIKKIM,Total,Houseless Household,17,27,15,12,1,1,0,15,8,7,3,1,2,2,1,1,2,1,1,0,0,0,2,1,1,2,2,0
C0130,11,0,State - SIKKIM,Rural,Total,11899,15859,8548,7311,2484,1271,1213,4703,2638,2065,1339,699,640,1792,1064,728,416,221,195,443,209,234,2023,1063,960,2659,1383,1276
C0130,11,0,State - SIKKIM,Rural,Normal Household,11828,15213,8029,7184,2431,1237,1194,4214,2238,1976,1330,693,637,1779,1053,726,414,219,195,439,207,232,1950,1002,948,2656,1380,1276
C0130,11,0,State - SIKKIM,Rural,Institutional Household,60,625,508,117,52,33,19,475,393,82,7,5,2,12,11,1,2,2,0,4,2,2,71,60,11,2,2,0
C0130,11,0,State - SIKKIM,Rural,Houseless Household,11,21,11,10,1,1,0,14,7,7,2,1,1,1,0,1,0,0,0,0,0,0,2,1,1,1,1,0
C0130,11,0,State - SIKKIM,Urban,Total,1841,2328,1231,1097,288,150,138,640,349,291,238,119,119,275,154,121,100,53,47,70,46,24,436,219,217,281,141,140
C0130,11,0,State - SIKKIM,Urban,Normal Household,1814,2259,1179,1080,285,147,138,616,326,290,235,117,118,269,149,120,79,43,36,69,46,23,430,214,216,276,137,139
C0130,11,0,State - SIKKIM,Urban,Institutional Household,21,63,48,15,3,3,0,23,22,1,2,2,0,5,4,1,19,9,10,1,0,1,6,5,1,4,3,1
C0130,11,0,State - SIKKIM,Urban,Houseless Household,6,6,4,2,0,0,0,1,1,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0
C0130,33,0,State - TAMIL NADU,Total,Total,986712,1179963,657418,522545,127405,67744,59661,220241,109879,110362,80077,44512,35565,287241,177476,109765,100847,55854,44993,32964,17707,15257,238392,131150,107242,92796,53096,39700
C0130,33,0,State - TAMIL NADU,Total,Normal Household,979513,1152008,641882,510126,124895,66253,58642,211415,105059,106356,79171,43982,35189,283916,175518,108398,97538,54212,43326,30065,16191,13874,234399,128927,105472,90609,51740,38869
C0130,33,0,State - TAMIL NADU,Total,Institutional Household,5075,25072,13628,11444,2211,1282,929,8310,4437,3873,745,429,316,2783,1562,1221,3039,1488,1551,2399,1213,1186,3548,1952,1596,2037,1265,772
C0130,33,0,State - TAMIL NADU,Total,Houseless Household,2124,2883,1908,975,299,209,90,516,383,133,161,101,60,542,396,146,270,154,116,500,303,197,445,271,174,150,91,59
C0130,33,0,State - TAMIL NADU,Rural,Total,533847,621745,346846,274899,71650,37833,33817,107621,53739,53882,47160,26156,21004,158624,98242,60382,52522,28518,24004,17344,9009,8335,113844,63088,50756,52980,30261,22719
C0130,33,0,State - TAMIL NADU,Rural,Normal Household,531463,612583,341464,271119,70842,37299,33543,104679,51987,52692,46889,25985,20904,157332,97477,59855,51505,27955,23550,16772,8734,8038,112310,62199,50111,52254,29828,22426
C0130,33,0,State - TAMIL NADU,Rural,Institutional Household,1800,8353,4901,3452,729,477,252,2851,1707,1144,226,142,84,1179,680,499,898,503,395,369,163,206,1419,823,596,682,406,276
C0130,33,0,State - TAMIL NADU,Rural,Houseless Household,584,809,481,328,79,57,22,91,45,46,45,29,16,113,85,28,119,60,59,203,112,91,115,66,49,44,27,17
C0130,33,0,State - TAMIL NADU,Urban,Total,452865,558218,310572,247646,55755,29911,25844,112620,56140,56480,32917,18356,14561,128617,79234,49383,48325,27336,20989,15620,8698,6922,124548,68062,56486,39816,22835,16981
C0130,33,0,State - TAMIL NADU,Urban,Normal Household,448050,539425,300418,239007,54053,28954,25099,106736,53072,53664,32282,17997,14285,126584,78041,48543,46033,26257,19776,13293,7457,5836,122089,66728,55361,38355,21912,16443
C0130,33,0,State - TAMIL NADU,Urban,Institutional Household,3275,16719,8727,7992,1482,805,677,5459,2730,2729,519,287,232,1604,882,722,2141,985,1156,2030,1050,980,2129,1129,1000,1355,859,496
C0130,33,0,State - TAMIL NADU,Urban,Houseless Household,1540,2074,1427,647,220,152,68,425,338,87,116,72,44,429,311,118,151,94,57,297,191,106,330,205,125,106,64,42
C0130,16,0,State - TRIPURA,Total,Total,53266,64346,35482,28864,10828,5512,5316,11695,6382,5313,4567,2538,2029,11707,7126,4581,4307,2358,1949,2909,1583,1326,11825,6505,5320,6508,3478,3030
C0130,16,0,State - TRIPURA,Total,Normal Household,52804,62729,34164,28565,10578,5313,5265,10859,5578,5281,4521,2512,2009,11619,7076,4543,4213,2319,1894,2851,1535,1316,11685,6403,5282,6403,3428,2975
C0130,16,0,State - TRIPURA,Total,Institutional Household,322,1441,1212,229,237,194,43,801,776,25,34,20,14,77,40,37,58,26,32,22,20,2,131,98,33,81,38,43
C0130,16,0,State - TRIPURA,Total,Houseless Household,140,176,106,70,13,5,8,35,28,7,12,6,6,11,10,1,36,13,23,36,28,8,9,4,5,24,12,12
C0130,16,0,State - TRIPURA,Rural,Total,37055,44942,24636,20306,7675,3913,3762,8585,4652,3933,3039,1702,1337,8015,4846,3169,3027,1640,1387,1865,993,872,8449,4611,3838,4287,2279,2008
C0130,16,0,State - TRIPURA,Rural,Normal Household,36776,44018,23809,20209,7545,3801,3744,8033,4112,3921,3016,1688,1328,7976,4818,3158,2983,1614,1369,1844,977,867,8362,4536,3826,4259,2263,1996
C0130,16,0,State - TRIPURA,Rural,Institutional Household,208,825,764,61,121,109,12,521,513,8,21,13,8,35,24,11,26,18,8,6,6,0,81,72,9,14,9,5
C0130,16,0,State - TRIPURA,Rural,Houseless Household,71,99,63,36,9,3,6,31,27,4,2,1,1,4,4,0,18,8,10,15,10,5,6,3,3,14,7,7
C0130,16,0,State - TRIPURA,Urban,Total,16211,19404,10846,8558,3153,1599,1554,3110,1730,1380,1528,836,692,3692,2280,1412,1280,718,562,1044,590,454,3376,1894,1482,2221,1199,1022
C0130,16,0,State - TRIPURA,Urban,Normal Household,16028,18711,10355,8356,3033,1512,1521,2826,1466,1360,1505,824,681,3643,2258,1385,1230,705,525,1007,558,449,3323,1867,1456,2144,1165,979
C0130,16,0,State - TRIPURA,Urban,Institutional Household,114,616,448,168,116,85,31,280,263,17,13,7,6,42,16,26,32,8,24,16,14,2,50,26,24,67,29,38
C0130,16,0,State - TRIPURA,Urban,Houseless Household,69,77,43,34,4,2,2,4,1,3,10,5,5,7,6,1,18,5,13,21,18,3,3,1,2,10,5,5
C0130,9,0,State - UTTAR PRADESH,Total,Total,2943342,4157514,2364171,1793343,763988,407862,356126,1027835,545179,482656,266586,151170,115416,677713,441615,236098,181342,113841,67501,76603,49121,27482,946436,528964,417472,217011,126419,90592
C0130,9,0,State - UTTAR PRADESH,Total,Normal Household,2918301,4106221,2332841,1773380,754635,402170,352465,1009582,534118,475464,264056,149709,114347,672240,437804,234436,179570,112799,66771,75645,48598,27047,935728,522723,413005,214765,124920,89845
C0130,9,0,State - UTTAR PRADESH,Total,Institutional Household,16961,38417,22906,15511,6642,3968,2674,14234,8644,5590,1839,1018,821,3790,2512,1278,1279,707,572,755,399,356,8243,4632,3611,1635,1026,609
C0130,9,0,State - UTTAR PRADESH,Total,Houseless Household,8080,12876,8424,4452,2711,1724,987,4019,2417,1602,691,443,248,1683,1299,384,493,335,158,203,124,79,2465,1609,856,611,473,138
C0130,9,0,State - UTTAR PRADESH,Rural,Total,2277632,3166615,1803715,1362900,579182,307821,271361,753704,398665,355039,202152,114665,87487,543203,355061,188142,140097,88236,51861,57497,37021,20476,720020,402738,317282,170760,99508,71252
C0130,9,0,State - UTTAR PRADESH,Rural,Normal Household,2264336,3142779,1791016,1351763,574824,305535,269289,745422,394412,351010,200917,114053,86864,540586,353417,187169,139299,87792,51507,57180,36864,20316,714619,399896,314723,169932,99047,70885
C0130,9,0,State - UTTAR PRADESH,Rural,Institutional Household,10387,19372,10231,9141,3390,1799,1591,6899,3523,3376,1004,482,522,2093,1297,796,649,354,295,261,131,130,4428,2295,2133,648,350,298
C0130,9,0,State - UTTAR PRADESH,Rural,Houseless Household,2909,4464,2468,1996,968,487,481,1383,730,653,231,130,101,524,347,177,149,90,59,56,26,30,973,547,426,180,111,69
C0130,9,0,State - UTTAR PRADESH,Urban,Total,665710,990899,560456,430443,184806,100041,84765,274131,146514,127617,64434,36505,27929,134510,86554,47956,41245,25605,15640,19106,12100,7006,226416,126226,100190,46251,26911,19340
C0130,9,0,State - UTTAR PRADESH,Urban,Normal Household,653965,963442,541825,421617,179811,96635,83176,264160,139706,124454,63139,35656,27483,131654,84387,47267,40271,25007,15264,18465,11734,6731,221109,122827,98282,44833,25873,18960
C0130,9,0,State - UTTAR PRADESH,Urban,Institutional Household,6574,19045,12675,6370,3252,2169,1083,7335,5121,2214,835,536,299,1697,1215,482,630,353,277,494,268,226,3815,2337,1478,987,676,311
C0130,9,0,State - UTTAR PRADESH,Urban,Houseless Household,5171,8412,5956,2456,1743,1237,506,2636,1687,949,460,313,147,1159,952,207,344,245,99,147,98,49,1492,1062,430,431,362,69
C0130,5,0,State - UTTARAKHAND,Total,Total,146930,185272,102787,82485,29107,14486,14621,37681,19192,18489,12348,7008,5340,36996,22743,14253,11450,6952,4498,6443,3935,2508,30723,17159,13564,20524,11312,9212
C0130,5,0,State - UTTARAKHAND,Total,Normal Household,145660,181184,99733,81451,28409,14049,14360,35900,17616,18284,12180,6879,5301,36641,22490,14151,11267,6859,4408,6279,3887,2392,30187,16736,13451,20321,11217,9104
C0130,5,0,State - UTTARAKHAND,Total,Institutional Household,878,3631,2719,912,626,387,239,1719,1532,187,134,102,32,249,166,83,136,61,75,119,20,99,481,380,101,167,71,96
C0130,5,0,State - UTTARAKHAND,Total,Houseless Household,392,457,335,122,72,50,22,62,44,18,34,27,7,106,87,19,47,32,15,45,28,17,55,43,12,36,24,12
C0130,5,0,State - UTTARAKHAND,Rural,Total,109072,134097,73244,60853,21483,10341,11142,25312,12410,12902,8808,4966,3842,27947,16970,10977,8368,5090,3278,4763,2982,1781,21542,11859,9683,15874,8626,7248
C0130,5,0,State - UTTARAKHAND,Rural,Normal Household,108607,133070,72605,60465,21319,10244,11075,25059,12230,12829,8718,4905,3813,27815,16889,10926,8305,5064,3241,4720,2959,1761,21387,11754,9633,15747,8560,7187
C0130,5,0,State - UTTARAKHAND,Rural,Institutional Household,352,885,547,338,136,81,55,233,166,67,80,53,27,119,74,45,48,16,32,26,12,14,132,88,44,111,57,54
C0130,5,0,State - UTTARAKHAND,Rural,Houseless Household,113,142,92,50,28,16,12,20,14,6,10,8,2,13,7,6,15,10,5,17,11,6,23,17,6,16,9,7
C0130,5,0,State - UTTARAKHAND,Urban,Total,37858,51175,29543,21632,7624,4145,3479,12369,6782,5587,3540,2042,1498,9049,5773,3276,3082,1862,1220,1680,953,727,9181,5300,3881,4650,2686,1964
C0130,5,0,State - UTTARAKHAND,Urban,Normal Household,37053,48114,27128,20986,7090,3805,3285,10841,5386,5455,3462,1974,1488,8826,5601,3225,2962,1795,1167,1559,928,631,8800,4982,3818,4574,2657,1917
C0130,5,0,State - UTTARAKHAND,Urban,Institutional Household,526,2746,2172,574,490,306,184,1486,1366,120,54,49,5,130,92,38,88,45,43,93,8,85,349,292,57,56,14,42
C0130,5,0,State - UTTARAKHAND,Urban,Houseless Household,279,315,243,72,44,34,10,42,30,12,24,19,5,93,80,13,32,22,10,28,17,11,32,26,6,20,15,5
C0130,19,0,State - WEST BENGAL,Total,Total,1589266,2017406,1127181,890225,424473,223325,201148,315192,165753,149439,147336,81255,66081,322945,204942,118003,136523,76270,60253,71515,40745,30770,402921,228263,174658,196501,106628,89873
C0130,19,0,State - WEST BENGAL,Total,Normal Household,1580053,1994199,1111939,882260,419680,219970,199710,309432,162014,147418,146029,80359,65670,321128,203733,117395,133605,74730,58875,70779,40279,30500,398776,225168,173608,194770,105686,89084
C0130,19,0,State - WEST BENGAL,Total,Institutional Household,5140,16704,10742,5962,3225,2206,1019,4558,2976,1582,801,533,268,965,582,383,2232,1066,1166,277,151,126,3306,2523,783,1340,705,635
C0130,19,0,State - WEST BENGAL,Total,Houseless Household,4073,6503,4500,2003,1568,1149,419,1202,763,439,506,363,143,852,627,225,686,474,212,459,315,144,839,572,267,391,237,154
C0130,19,0,State - WEST BENGAL,Rural,Total,1107498,1368942,768621,600321,277366,145670,131696,200419,105505,94914,94298,52419,41879,239059,152327,86732,92526,51475,41051,49881,28075,21806,262727,150461,112266,152666,82689,69977
C0130,19,0,State - WEST BENGAL,Rural,Normal Household,1103843,1360501,763349,597152,275921,144723,131198,198452,104311,94141,93997,52236,41761,238343,151903,86440,91474,50935,40539,49647,27951,21696,261048,149152,111896,151619,82138,69481
C0130,19,0,State - WEST BENGAL,Rural,Institutional Household,2499,7042,4514,2528,1207,826,381,1758,1088,670,232,142,90,533,323,210,864,428,436,114,54,60,1474,1204,270,860,449,411
C0130,19,0,State - WEST BENGAL,Rural,Houseless Household,1156,1399,758,641,238,121,117,209,106,103,69,41,28,183,101,82,188,112,76,120,70,50,205,105,100,187,102,85
C0130,19,0,State - WEST BENGAL,Urban,Total,481768,648464,358560,289904,147107,77655,69452,114773,60248,54525,53038,28836,24202,83886,52615,31271,43997,24795,19202,21634,12670,8964,140194,77802,62392,43835,23939,19896
C0130,19,0,State - WEST BENGAL,Urban,Normal Household,476210,633698,348590,285108,143759,75247,68512,110980,57703,53277,52032,28123,23909,82785,51830,30955,42131,23795,18336,21132,12328,8804,137728,76016,61712,43151,23548,19603
C0130,19,0,State - WEST BENGAL,Urban,Institutional Household,2641,9662,6228,3434,2018,1380,638,2800,1888,912,569,391,178,432,259,173,1368,638,730,163,97,66,1832,1319,513,480,256,224
C0130,19,0,State - WEST BENGAL,Urban,Houseless Household,2917,5104,3742,1362,1330,1028,302,993,657,336,437,322,115,669,526,143,498,362,136,339,245,94,634,467,167,204,135,69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
