session,House,Ministry,theme,question_text,mp_names,date,question_link,Link.1,Unnamed: 9,mp_name_raw,mp_name_clean,mp_name,state,constituency,party,region
Monsoon Session,Lok Sabha,MoE,Education,Education to Children with Disabilities,"Thirumaavalavan Tholkappiyan
	
Shri Vijay Kumar Hansdak",2025-07-28,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU1258_ELB7y0.pdf?source=pqals,,Tholkappiyan,Tholkappiyan,Thirumaavalavan Tholkappiyan,Tamil Nadu,Chidambaram,Viduthalai Chiruthaigal Katchi,South
Monsoon Session,Lok Sabha,MoE,Education,Education to Children with Disabilities,"Thirumaavalavan Tholkappiyan
	
Shri Vijay Kumar Hansdak",2025-07-28,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU1258_ELB7y0.pdf?source=pqals,,Vijay Kumar Hansdak,Vijay Kumar Hansdak,Vijay Kumar Hansdak,Jharkhand,Rajmahal,Jharkhand Mukti Morcha,East
Monsoon Session,Lok Sabha,MoL&E,Employment,Opportunities for Persons with Disabilities,Namdeo Kirsan,2025-07-28,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU1254_RenLdz.pdf?source=pqals,,Namdeo Kirsan,Namdeo Kirsan,Namdeo Kirsan,Maharashtra,Gadchiroli-Chimur,Indian National Congress,West
Monsoon Session,Lok Sabha,MSDE,Employment,Training Courses for Specially Abled under CTS, Sasikanth Senthil,2025-07-28,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU1244_xxs7p3.pdf?source=pqals,,Sasikanth Senthil,Sasikanth Senthil,Sasikanth Senthil,Tamil Nadu,Tiruvallur,Indian National Congress,South
Monsoon Session,Lok Sabha,MoRD,Pension,Pension Schemes for Widows and Disabled, Krishna Prasad Tenneti,2025-07-22,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU243_6Qh53W.pdf?source=pqals,,Krishna Prasad Tenneti,Krishna Prasad Tenneti,Krishna Prasad Tenneti,Andhra Pradesh,Bapatla,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Politics,Representation of Divyangjans in Local Government," Ganapathy Rajkumar P, Tamilselvan Thanga",2025-07-29,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AS136_E7GXXM.pdf?source=pqals,,Ganapathy Rajkumar P,Ganapathy Rajkumar P,Ganapathy Rajkumar P,Tamil Nadu,Coimbatore,Dravida Munnetra Kazhagam,South
Monsoon Session,Lok Sabha,MoSJE,Politics,Representation of Divyangjans in Local Government," Ganapathy Rajkumar P, Tamilselvan Thanga",2025-07-29,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AS136_E7GXXM.pdf?source=pqals,,Tamilselvan Thanga,Tamilselvan Thanga,Tamilselvan Thanga,Tamil Nadu,Theni,Dravida Munnetra Kazhagam,South
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,Samarth Scheme for Orphans and PWDs, Janardan Singh Sigriwal,2025-07-29,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU339_1I51uu.pdf?source=pqals,,Janardan Singh Sigriwal,Janardan Singh Sigriwal,Janardan Singh Sigriwal,Bihar,Maharajganj,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,Empowerment of Divyangjans,Sanjna Jatav,2025-07-29,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU255_E2wliW.pdf?source=pqals,,Sanjna Jatav,Sanjna Jatav,Sanjna Jatav,Rajasthan,Bharatpur,Indian National Congress,North
Monsoon Session,Lok Sabha,MoSJE,"Education, Employment",Schemes for the Empowerment of Divyangjans, Vijay Kumar Hansdak,2025-08-12,0,https://sansad.in/getFile/loksabhaquestions/annex/185/AS323_JdfWaS.pdf?source=pqals,,Vijay Kumar Hansdak,Vijay Kumar Hansdak,Vijay Kumar Hansdak,Jharkhand,Rajmahal,Jharkhand Mukti Morcha,East
Monsoon Session,Lok Sabha,MoSJE,Certification,UDID Application, Anto Antony,2025-08-12,0,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3852_RMFsqe.pdf?source=pqals,,Anto Antony,Anto Antony,Anto Antony,Kerala,Pathanamthitta,Indian National Congress,South
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,Deendayal Divyangjan Rehabilitation Scheme, Poonamben Hematbhai Maadam,2025-08-12,0,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3796_ftWq2T.pdf?source=pqals,,Poonamben Hematbhai Maadam,Poonamben Hematbhai Maadam,Poonamben Hematbhai Maadam,Gujarat,Jamnagar,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,Safety of Mentally Challenged Individuals, Kadiyam Kavya,2025-08-12,0,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3752_2uttWv.pdf?source=pqals,,Kadiyam Kavya,Kadiyam Kavya,Kadiyam Kavya,Telangana,Warangal,Indian National Congress,South
Monsoon Session,Lok Sabha,MoSJE,Certification,UDID Cards in West Bengal,Shri Jagannath Sarkar,2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3728_hliwo0.pdf?source=pqals,<>,Shri Jagannath Sarkar,Jagannath Sarkar,Jagannath Sarkar,West Bengal,Ranaghat,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,District Disability Rehabilitation Centres,"Shri Daggumalla Prasada Rao, Shri Lavu Sri Krishna Devarayalu",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3718_5sHHuU.pdf?source=pqals,<>,Shri Daggumalla Prasada Rao,Daggumalla Prasada Rao,Daggumalla Prasada Rao,Andhra Pradesh,Chittoor,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,District Disability Rehabilitation Centres,"Shri Daggumalla Prasada Rao, Shri Lavu Sri Krishna Devarayalu",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3718_5sHHuU.pdf?source=pqals,<>,Shri Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,Andhra Pradesh,Narsaraopet,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,Advisory Boards on Disability,"Dr. Byreddy Shabari, Shri Tejasvi Surya",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3705_dVKfbv.pdf?source=pqals,<>,Dr. Byreddy Shabari,Byreddy Shabari,Byreddy Shabari,Andhra Pradesh,Nandyal,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,Advisory Boards on Disability,"Dr. Byreddy Shabari, Shri Tejasvi Surya",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3705_dVKfbv.pdf?source=pqals,<>,Shri Tejasvi Surya,Tejasvi Surya,Tejasvi Surya,Karnataka,Bangalore South,Bharatiya Janata Party,South
Monsoon Session,Lok Sabha,MoSJE,Education,Special Accredited Institutions for Education of the Divyangjans,"Shri Bhojraj Nag, Shri Chavda Vinod Lakhamshi",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3702_8LNsLF.pdf?source=pqals,<>,Shri Bhojraj Nag,Bhojraj Nag,Bhojraj Nag,Chhattisgarh,Kanker,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoSJE,Education,Special Accredited Institutions for Education of the Divyangjans,"Shri Bhojraj Nag, Shri Chavda Vinod Lakhamshi",2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3702_8LNsLF.pdf?source=pqals,<>,Shri Chavda Vinod Lakhamshi,Chavda Vinod Lakhamshi,Chavda Vinod Lakhamshi,Gujarat,Kachchh,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,Persons with Disabilities,Shri E T Mohammed Basheer,2025-08-12,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU2743_NRcgHy.pdf?source=pqals,<>,Shri E T Mohammed Basheer,E T Mohammed Basheer,E T Mohammed Basheer,Kerala,Malappuram,Indian Union Muslim League,South
Monsoon Session,Lok Sabha,MoSJE,Hosuing,Implementation of PM-AJAY,Sangeeta Yadav,2025-08-05,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU2619_2ijW3t.pdf?source=pqals,<>,Sangeeta Yadav,Sangeeta Yadav,Sangeeta Yadav,Uttar Pradesh,,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoSJE,Accessibility,Accessibility of Public Buses for PwDs,Shri Lavu Sri Krishna Devarayalu,2025-07-31,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU1883_zoEHJE.pdf?source=pqals,<>,Shri Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,Andhra Pradesh,Narsaraopet,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoH&FW,Health,Health Insurance for Persons with Disabilities,"Shri P C Mohan, Shri Asaduddin Owaisi",2025-08-08,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3248_p3YOXI.pdf?source=pqals,<>,Shri P C Mohan,P C Mohan,P C Mohan,Karnataka,Bangalore Central,Bharatiya Janata Party,South
Monsoon Session,Lok Sabha,MoH&FW,Health,Health Insurance for Persons with Disabilities,"Shri P C Mohan, Shri Asaduddin Owaisi",2025-08-08,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3248_p3YOXI.pdf?source=pqals,<>,Shri Asaduddin Owaisi,Asaduddin Owaisi,Asaduddin Owaisi,Telangana,Hyderabad,All India Majlis-E-Ittehadul Muslimeen,South
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation in Central Government Housing for Persons with Disabilities,"Smt. Vijaylakshmi Devi, Shri Tatkare Sunil Dattatrey",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3081_2Vkvr8.pdf?source=pqals,<>,Smt. Vijaylakshmi Devi,Vijaylakshmi Devi,Vijaylakshmi Devi,Bihar,Siwan,Janata Dal (United),East
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation in Central Government Housing for Persons with Disabilities,"Smt. Vijaylakshmi Devi, Shri Tatkare Sunil Dattatrey",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3081_2Vkvr8.pdf?source=pqals,<>,Shri Tatkare Sunil Dattatrey,Tatkare Sunil Dattatrey,Tatkare Sunil Dattatrey,Maharashtra,Raigad,Nationalist Congress Party,West
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,P C Mohan,P C Mohan,P C Mohan,Karnataka,Bangalore Central,Bharatiya Janata Party,South
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Godam Nagesh,Godam Nagesh,Godam Nagesh,Telangana,Adilabad,Bharatiya Janata Party,South
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Bhojraj Nag,Bhojraj Nag,Bhojraj Nag,Chhattisgarh,Kanker,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Naba Charan Majhi,Naba Charan Majhi,Naba Charan Majhi,Odisha,Mayurbhanj,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Vijaylakshmi Devi,Vijaylakshmi Devi,Vijaylakshmi Devi,Bihar,Siwan,Janata Dal (United),East
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Alok Sharma,Alok Sharma,Alok Sharma,Madhya Pradesh,Bhopal,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Chandan Chauhan,Chandan Chauhan,Chandan Chauhan,Uttar Pradesh,Bijnor,Rashtriya Lok Dal,North
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Kamlesh Jangde,Kamlesh Jangde,Kamlesh Jangde,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Jugal Kishore,Jugal Kishore,Jugal Kishore,Jammu And Kashmir,Jammu,Bharatiya Janata Party,Other
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Bharatbhai Manubhai Sutariya,Bharatbhai Manubhai Sutariya,Bharatbhai Manubhai Sutariya,Gujarat,Amreli,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Janardan Mishra,Janardan Mishra,Janardan Mishra,Madhya Pradesh,Rewa,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Himachal Pradesh,Shimla,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,Gujarat,Dahod,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Basavaraj Bommai,Basavaraj Bommai,Basavaraj Bommai,Karnataka,Haveri,Bharatiya Janata Party,South
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Satish Kumar Gautam,Satish Kumar Gautam,Satish Kumar Gautam,Uttar Pradesh,Aligarh,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Manoj Tiwari,Manoj Tiwari,Manoj Tiwari,Delhi,North East Delhi,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoHUA,Housing,Reservation for Persons with Disabilities in Housing,"Shri P C Mohan
Shri Godam Nagesh
Shri Bhojraj Nag
Shri Naba Charan Majhi
Smt. Vijaylakshmi Devi
Shri Alok Sharma
Shri Chandan Chauhan
Smt. Kamlesh Jangde
Shri Jugal Kishore
Shri Bharatbhai Manubhai Sutariya
Bansuri Swaraj
Ms Kangna Ranaut
Shri Haribhai Patel
Ravindra Shukla Alias Ravi Kishan
Shri Janardan Mishra
Shri Suresh Kumar Kashyap
Shri Jaswantsinh Sumanbhai Bhabhor
Shri Basavaraj Bommai
Shri Satish Kumar Gautam
Shri Manoj Tiwari
Shri Chandra Prakash Joshi",2025-08-07,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3024_lP4PXl.pdf?source=pqals,<>,Chandra Prakash Joshi,Chandra Prakash Joshi,Chandra Prakash Joshi,Rajasthan,Chittorgarh,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoYAS,Sports,Inclusive Sports for Differently-Abled Youth,Shri Baijayant Panda,2025-08-11,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU3550_uT9710.pdf?source=pqals,<>,Shri Baijayant Panda,Baijayant Panda,Baijayant Panda,Odisha,Kendrapara,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Himachal Pradesh,Shimla,Bharatiya Janata Party,North
