session,House,Ministry,theme,question_text,mp_names,date,question_link,Link.1,Unnamed: 9,mp_name_raw,mp_name_clean,mp_name,state,constituency,party,region
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Manoj Tiwari,Manoj Tiwari,Manoj Tiwari,Delhi,North East Delhi,Bharatiya Janata Party,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Nalin Soren,Nalin Soren,Nalin Soren,Jharkhand,Dumka,Jharkhand Mukti Morcha,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Hemang Joshi,Hemang Joshi,Hemang Joshi,Gujarat,Vadodara,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Ashish Dubey,Ashish Dubey,Ashish Dubey,Madhya Pradesh,Jabalpur,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Mukeshkumar Chandrakaant Dalal,Mukeshkumar Chandrakaant Dalal,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Jagdambika Pal,Jagdambika Pal,Jagdambika Pal,Uttar Pradesh,Domariyaganj,Bharatiya Janata Party,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Bibhu Prasad Tarai,Bibhu Prasad Tarai,Bibhu Prasad Tarai,Odisha,Jagatsinghpur,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,D K Aruna,D K Aruna,D K Aruna,Telangana,Mahbubnagar,Bharatiya Janata Party,South
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Narayan Tatu Rane,Narayan Tatu Rane,Narayan Tatu Rane,Maharashtra,Ratnagiri-Sindhudurg,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Vijaylakshmi Devi,Vijaylakshmi Devi,Vijaylakshmi Devi,Bihar,Siwan,Janata Dal (United),East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Kamlesh Jangde,Kamlesh Jangde,Kamlesh Jangde,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Himadri Singh,Himadri Singh,Himadri Singh,Madhya Pradesh,Shahdol,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Praveen Patel,Praveen Patel,Praveen Patel,Uttar Pradesh,Phulpur,Bharatiya Janata Party,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Anil Firojiya,Anil Firojiya,Anil Firojiya,Madhya Pradesh,Ujjain,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Poonamben Hematbhai Maadam,Poonamben Hematbhai Maadam,Poonamben Hematbhai Maadam,Gujarat,Jamnagar,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Smita Uday Wagh,Smita Uday Wagh,Smita Uday Wagh,Maharashtra,Jalgaon,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Dulu Mahato,Dulu Mahato,Dulu Mahato,Jharkhand,Dhanbad,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Dhaval Laxmanbhai Patel,Dhaval Laxmanbhai Patel,Dhaval Laxmanbhai Patel,Gujarat,Valsad,Bharatiya Janata Party,West
